NDC,drugbank_id
004096509,DB00512
233600152,DB00512
003383552,DB00512
000744346,DB00513
664790023,DB00513
004094346,DB00513
664790021,DB00513
617480044,DB00513
001210638,DB00514
617870062,DB00514
476820217,DB00514
545691051,DB00514
633230103,DB00515
000153220,DB00515
000075500,DB00518
000485806,DB00519
000485805,DB00519
000742280,DB00519
000742278,DB00519
000485807,DB00519
000742279,DB00519
000063822,DB00520
000063823,DB00520
174780710,DB00521
242080367,DB00521
510790023,DB00524
510790024,DB00524
530140975,DB00524
530140850,DB00524
530140835,DB00524
001680008,DB00525
000240590,DB00526
000240591,DB00526
001680046,DB00527
001861905,DB00529
001861906,DB00529
004093863,DB00529
502420062,DB00530
502420064,DB00530
000544130,DB00531
100190956,DB00531
000150503,DB00531
000150504,DB00531
000150505,DB00531
000544129,DB00531
000150548,DB00531
000268552,DB00537
004094777,DB00537
613140656,DB00537
001725311,DB00537
000650654,DB00537
000650656,DB00537
000268554,DB00537
007813239,DB00537
000268513,DB00537
000851777,DB00537
680840070,DB00537
001725312,DB00537
000268512,DB00537
005550815,DB00537
004094778,DB00537
000851741,DB00537
000851755,DB00537
007030958,DB00537
007030956,DB00537
009047941,DB00540
545693849,DB00540
680840031,DB00540
004069918,DB00540
545690225,DB00540
000780016,DB00540
617030309,DB00541
007034412,DB00541
000830063,DB00542
000830079,DB00542
000780449,DB00542
000780447,DB00542
000780406,DB00542
000780448,DB00542
005915714,DB00543
172360889,DB00543
007033015,DB00544
667580044,DB00544
633230117,DB00544
007033018,DB00544
005913191,DB00545
001153511,DB00545
007813040,DB00545
000520460,DB00545
001873010,DB00545
001873012,DB00545
001873013,DB00545
003100402,DB00549
548681752,DB00550
000054609,DB00550
001431480,DB00550
627010800,DB00552
510790742,DB00554
000930756,DB00554
510790743,DB00554
001730633,DB00555
000930039,DB00555
000930463,DB00555
001730526,DB00555
001730756,DB00555
001730642,DB00555
516550079,DB00557
501110308,DB00557
005174201,DB00557
633230021,DB00557
000084990,DB00560
000085360,DB00560
625840782,DB00563
617030408,DB00563
510790670,DB00563
553900034,DB00563
553900033,DB00563
633230122,DB00563
553900143,DB00563
553900031,DB00563
540920172,DB00564
009043855,DB00564
666890323,DB00564
680940214,DB00564
516724047,DB00564
516724124,DB00564
540920173,DB00564
000830027,DB00564
510790870,DB00564
000830063,DB00564
000830052,DB00564
000830062,DB00564
000830061,DB00564
000744380,DB00565
000744382,DB00565
000744378,DB00565
681800124,DB00567
510790604,DB00567
510790605,DB00567
001439897,DB00567
550451415,DB00567
545691025,DB00567
662032300,DB00569
000073230,DB00569
000073232,DB00569
000073234,DB00569
633230278,DB00570
553900091,DB00570
000460473,DB00571
240900471,DB00571
100190145,DB00571
000543727,DB00571
001439872,DB00571
003786220,DB00571
009040411,DB00571
003786160,DB00571
000460471,DB00571
000460470,DB00571
510790278,DB00571
510790277,DB00571
510790279,DB00571
662130425,DB00572
000314250,DB00572
633230234,DB00572
100190250,DB00572
000543194,DB00572
009980303,DB00572
545693251,DB00572
662130423,DB00572
004094911,DB00572
510790067,DB00572
005171010,DB00572
000744911,DB00572
100190251,DB00572
242080750,DB00572
593900186,DB00572
003780415,DB00572
003780872,DB00575
664790520,DB00575
003780873,DB00575
003780871,DB00575
664790521,DB00575
005970032,DB00575
005970031,DB00575
510790299,DB00575
510790300,DB00575
009045656,DB00575
005970033,DB00575
001730933,DB00577
000548486,DB00581
006031378,DB00581
604320038,DB00581
000321602,DB00581
597620930,DB00582
000493170,DB00582
000493190,DB00582
000493180,DB00582
543910050,DB00583
649800130,DB00583
503830172,DB00583
544820144,DB00583
007030404,DB00583
510790952,DB00584
510790951,DB00584
007811785,DB00586
000544221,DB00586
000548222,DB00586
587680100,DB00586
242080457,DB00586
001730498,DB00588
001730453,DB00588
001730499,DB00588
000543270,DB00588
001730695,DB00588
001730494,DB00588
001730697,DB00588
001730719,DB00588
001730696,DB00588
510790958,DB00590
510790957,DB00590
510790959,DB00590
009045522,DB00590
000492760,DB00590
000492750,DB00590
000492780,DB00590
000492770,DB00590
009045524,DB00590
001680064,DB00591
281050149,DB00591
001680059,DB00591
001680058,DB00591
001680060,DB00591
000710237,DB00593
000712418,DB00593
498840117,DB00594
000850362,DB00598
001828202,DB00598
510790928,DB00598
553900130,DB00598
510790929,DB00598
001724365,DB00598
609760346,DB00598
000095136,DB00601
000095135,DB00601
000095140,DB00601
000060032,DB00602
000090064,DB00603
000090746,DB00603
000090050,DB00603
007036801,DB00603
006771174,DB00605
005915661,DB00605
007813124,DB00607
003381019,DB00607
007813125,DB00607
003381017,DB00607
001431195,DB00608
000240084,DB00608
000875650,DB00611
001850771,DB00612
000135301,DB00615
000059218,DB00618
000059270,DB00618
001152111,DB00618
000780401,DB00619
000780402,DB00619
000780438,DB00619
001825047,DB00620
000030494,DB00620
001680005,DB00620
458020054,DB00620
000030293,DB00620
516721267,DB00620
001680089,DB00620
001680006,DB00620
516721263,DB00620
458020055,DB00620
001680081,DB00620
001680004,DB00620
004720306,DB00620
001680003,DB00620
543960111,DB00621
001850271,DB00621
000040183,DB00622
007038315,DB00622
007813204,DB00622
244770030,DB00622
672860812,DB00622
000040184,DB00622
498840499,DB00622
244770323,DB00622
633230272,DB00623
001210653,DB00623
007811438,DB00623
007811436,DB00623
007811439,DB00623
510790486,DB00623
000030801,DB00623
000030569,DB00623
633230281,DB00623
007811437,DB00623
004692810,DB00623
525440470,DB00624
000518450,DB00624
000518425,DB00624
545695339,DB00624
548683704,DB00624
525440077,DB00624
000560510,DB00625
000560474,DB00625
398220277,DB00626
494520800,DB00626
615700049,DB00626
001680273,DB00626
481020007,DB00626
001680027,DB00626
001680021,DB00626
001680012,DB00626
242080555,DB00626
001680026,DB00626
001680011,DB00626
000090233,DB00626
510790009,DB00627
001820053,DB00627
009044202,DB00627
009042272,DB00627
001824418,DB00627
001820001,DB00627
002560185,DB00627
009040629,DB00627
680840065,DB00627
005364077,DB00627
633040552,DB00628
000060936,DB00630
000935140,DB00630
000060925,DB00630
000060031,DB00630
584680100,DB00631
000741638,DB00633
004091638,DB00633
000230313,DB00634
001680079,DB00634
119800011,DB00634
119800022,DB00634
000548729,DB00635
000543721,DB00635
000548740,DB00635
000548725,DB00635
000548726,DB00635
000548739,DB00635
001431475,DB00635
000540017,DB00635
000548724,DB00635
000540019,DB00635
000540018,DB00635
004690871,DB00640
004690872,DB00640
553900067,DB00640
007038771,DB00640
633230651,DB00640
000060749,DB00641
004062068,DB00641
510790456,DB00641
510790454,DB00641
000060735,DB00641
000027623,DB00642
000939107,DB00643
004725003,DB00646
001680007,DB00646
003642051,DB00646
004721320,DB00646
001680054,DB00646
001680089,DB00646
654730705,DB00646
001680081,DB00646
548683492,DB00646
545691247,DB00646
545691018,DB00646
534890400,DB00646
516721263,DB00646
512850534,DB00646
509620251,DB00646
000030593,DB00646
000031964,DB00649
000031965,DB00649
000031966,DB00649
000031967,DB00649
003785041,DB00649
000544496,DB00650
007035140,DB00650
510790582,DB00650
553900052,DB00650
553900054,DB00650
633230064,DB00653
005172650,DB00653
005172602,DB00653
004096729,DB00653
243850807,DB00653
242080463,DB00654
000138303,DB00654
005170830,DB00654
009043990,DB00656
009043991,DB00656
510790428,DB00656
637390246,DB00656
001821259,DB00656
605052654,DB00656
584680020,DB00658
584680021,DB00658
584684709,DB00658
584680130,DB00658
004563330,DB00659
607930136,DB00660
005910404,DB00661
000441825,DB00661
580160509,DB00661
009042920,DB00661
510790683,DB00661
009042924,DB00661
005175402,DB00661
001724285,DB00661
001724280,DB00661
004094011,DB00661
510790899,DB00661
001724286,DB00661
510790869,DB00661
615700540,DB00662
615700541,DB00662
420230118,DB00662
004093177,DB00668
004099042,DB00668
004099045,DB00668
001860140,DB00668
005171130,DB00668
001860122,DB00668
000747241,DB00668
004097241,DB00668
420230122,DB00668
004094921,DB00668
004093178,DB00668
004093181,DB00668
004093182,DB00668
495020500,DB00668
001861034,DB00668
000930222,DB00669
000930223,DB00669
001730449,DB00669
007813174,DB00669
001730735,DB00669
681800202,DB00671
510790202,DB00672
000060462,DB00673
000060461,DB00673
504580390,DB00674
504580396,DB00674
005550138,DB00674
101470881,DB00674
000930784,DB00675
637390269,DB00675
003100600,DB00675
005550446,DB00675
000060952,DB00678
007815701,DB00678
000060951,DB00678
510790580,DB00679
007811644,DB00679
510790566,DB00679
510790565,DB00679
004693051,DB00681
398221055,DB00681
000030437,DB00681
000560172,DB00682
000560174,DB00682
000560173,DB00682
000560169,DB00682
000560176,DB00682
005900324,DB00682
000560170,DB00682
004092308,DB00683
000742596,DB00683
100190027,DB00683
100190028,DB00683
615530196,DB00683
000742587,DB00683
633040205,DB00683
633230306,DB00684
000650647,DB00684
000743255,DB00684
000650643,DB00684
613140647,DB00684
000650644,DB00684
000032725,DB00684
007039402,DB00684
004093577,DB00684
398220412,DB00684
000780494,DB00684
539050065,DB00684
242080295,DB00684
000650648,DB00684
173149300,DB00686
001157033,DB00687
005550997,DB00687
000040260,DB00688
000040298,DB00688
000040261,DB00688
510790721,DB00688
000040259,DB00688
003784472,DB00688
000913715,DB00691
005740112,DB00691
621750177,DB00691
000913707,DB00691
553900113,DB00692
545694702,DB00692
000650092,DB00693
553900108,DB00694
619580301,DB00694
009042725,DB00695
001821170,DB00695
000548301,DB00695
510790073,DB00695
510790072,DB00695
001821161,DB00695
005175710,DB00695
005175704,DB00695
000746102,DB00695
004096102,DB00695
000543294,DB00695
510790527,DB00695
005175702,DB00695
000744902,DB00695
000548298,DB00695
000548299,DB00695
000548297,DB00695
007130166,DB00696
590750594,DB00697
498840782,DB00697
545690181,DB00698
001490007,DB00698
596300450,DB00698
510790348,DB00698
001490710,DB00698
001490009,DB00698
000251710,DB00700
000251720,DB00700
597621710,DB00700
597621720,DB00700
001730672,DB00701
007811071,DB00703
000560011,DB00704
005550902,DB00704
510790294,DB00706
001158211,DB00706
005970058,DB00706
589140155,DB00707
001730470,DB00709
001730471,DB00709
001730595,DB00709
000935385,DB00709
001730691,DB00709
001730662,DB00709
497020202,DB00709
000040188,DB00710
119800801,DB00712
000157981,DB00713
003381013,DB00713
000157970,DB00713
000157103,DB00713
007813103,DB00713
009045676,DB00715
680840044,DB00715
680840045,DB00715
000293212,DB00715
009045677,DB00715
000293215,DB00715
000293211,DB00715
009045678,DB00715
000293207,DB00715
000293210,DB00715
000293206,DB00715
005559009,DB00717
525440630,DB00717
000621411,DB00717
000780377,DB00717
619580501,DB00718
510790983,DB00722
005910407,DB00722
510790981,DB00722
001723759,DB00722
003100131,DB00722
009045808,DB00722
003100132,DB00722
009045809,DB00722
001723758,DB00722
605050185,DB00722
001723760,DB00722
009045640,DB00722
003100130,DB00722
000890610,DB00724
004091484,DB00727
001680038,DB00727
003789104,DB00727
684620146,DB00727
545694631,DB00727
001680326,DB00727
002810326,DB00727
003381051,DB00727
005174810,DB00727
000744104,DB00727
545693360,DB00727
003789112,DB00727
006034782,DB00727
001820702,DB00727
000710418,DB00727
000710417,DB00727
001820703,DB00727
000741484,DB00727
003789116,DB00727
000891301,DB00727
633230426,DB00728
101390235,DB00728
000520450,DB00728
004099558,DB00728
007032394,DB00728
000780351,DB00731
000460374,DB00733
504580301,DB00734
605052585,DB00734
009045973,DB00734
605052584,DB00734
605052586,DB00734
510790462,DB00734
504580320,DB00734
504580330,DB00734
504580315,DB00734
504580300,DB00734
504580302,DB00734
504580395,DB00734
504580306,DB00734
504580307,DB00734
504580305,DB00734
504580596,DB00734
504580601,DB00734
504580308,DB00734
504580602,DB00734
009045976,DB00734
605052587,DB00734
001865022,DB00736
001865020,DB00736
510790089,DB00737
510790090,DB00737
633230877,DB00738
000757700,DB00740
000745671,DB00741
001680014,DB00741
005742020,DB00741
009040160,DB00741
615700313,DB00741
106310407,DB00741
000090011,DB00741
005363913,DB00741
004960716,DB00741
001431254,DB00741
000090900,DB00741
000090825,DB00741
000090012,DB00741
000090031,DB00741
242080635,DB00741
682200140,DB00741
001680146,DB00741
001680015,DB00741
001680016,DB00741
615700033,DB00741
005744103,DB00741
516722015,DB00741
001680080,DB00741
233170331,DB00741
004720321,DB00741
656490401,DB00741
003380357,DB00742
004094031,DB00742
004097715,DB00742
000747715,DB00742
000744031,DB00742
687340710,DB00744
687340700,DB00744
101220902,DB00744
634590101,DB00745
634590100,DB00745
634590200,DB00745
004092337,DB00746
004092336,DB00746
009980331,DB00747
000674345,DB00747
662130425,DB00747
662130423,DB00747
100190553,DB00747
633230268,DB00747
003787200,DB00749
001861515,DB00750
001680357,DB00750
000074471,DB00752
005550808,DB00755
000040250,DB00755
000620175,DB00755
004720117,DB00755
000881203,DB00757
000881208,DB00757
000881206,DB00757
636531171,DB00758
636531332,DB00758
005550011,DB00759
003100321,DB00760
003100325,DB00760
003380709,DB00761
000650795,DB00761
003380803,DB00761
004096653,DB00761
004096651,DB00761
003380703,DB00761
003380117,DB00761
000743236,DB00761
000746651,DB00761
003380807,DB00761
003380811,DB00761
006031532,DB00761
003380221,DB00761
003380683,DB00761
003380687,DB00761
656490201,DB00761
000914401,DB00761
522680100,DB00761
002450041,DB00761
003380125,DB00761
245710103,DB00761
003380675,DB00761
000746653,DB00761
581770202,DB00761
581770001,DB00761
003380705,DB00761
003380691,DB00761
003380671,DB00761
000097529,DB00762
007034434,DB00762
001850210,DB00763
680840275,DB00763
607930104,DB00763
526041094,DB00763
526041095,DB00763
607930105,DB00763
000296075,DB00766
000296080,DB00766
498840298,DB00766
000296086,DB00766
000296090,DB00766
000296571,DB00766
666851002,DB00766
666851001,DB00766
000650271,DB00768
000093169,DB00770
000153095,DB00773
007035653,DB00773
613790120,DB00775
000063713,DB00775
252080002,DB00775
000780337,DB00776
633040653,DB00776
007816270,DB00776
000540099,DB00776
000780457,DB00776
000780338,DB00776
000540097,DB00776
625840142,DB00776
000780357,DB00776
000710270,DB00780
000710350,DB00780
242080555,DB00781
242080790,DB00781
009980630,DB00781
001680027,DB00781
615700047,DB00781
615700049,DB00781
001680021,DB00781
001680273,DB00781
000650631,DB00781
001680012,DB00781
553900139,DB00781
242080635,DB00781
005744103,DB00781
615700033,DB00781
525440471,DB00783
000832320,DB00783
004300023,DB00783
005910487,DB00783
000780344,DB00783
000780365,DB00783
000780377,DB00783
000870755,DB00783
001730995,DB00787
000938940,DB00787
001730949,DB00787
000938947,DB00787
004720082,DB00787
644550993,DB00787
001730953,DB00787
001730991,DB00787
553900613,DB00787
503830810,DB00787
633230105,DB00787
001730945,DB00787
633230325,DB00787
001730993,DB00787
000938943,DB00787
009045789,DB00787
510790794,DB00788
009045535,DB00788
510790793,DB00788
009045536,DB00788
664900690,DB00794
590750690,DB00794
009045559,DB00794
590750691,DB00794
664900691,DB00794
001431484,DB00794
009040560,DB00794
000130102,DB00795
000130101,DB00795
005910796,DB00795
001860004,DB00796
001860016,DB00796
509620251,DB00798
000743400,DB00798
633230173,DB00798
001680071,DB00798
003380509,DB00798
242080580,DB00798
548684103,DB00798
006410395,DB00798
613140633,DB00798
003380507,DB00798
003380511,DB00798
174780284,DB00798
633230393,DB00803
615700414,DB00803
398220615,DB00803
510790118,DB00804
005363377,DB00804
545690417,DB00804
000390078,DB00806
119800048,DB00807
613140016,DB00807
597460112,DB00808
000750082,DB00808
242080585,DB00809
009980355,DB00809
174780101,DB00809
009980354,DB00809
498840856,DB00811
000851385,DB00811
664350101,DB00811
001870007,DB00811
004099094,DB00813
005913214,DB00813
504580034,DB00813
100190033,DB00813
504580033,DB00813
005913198,DB00813
504580037,DB00813
504580035,DB00813
100190034,DB00813
634590541,DB00813
100190037,DB00813
504580036,DB00813
634590504,DB00813
110980030,DB00813
003789124,DB00813
003789123,DB00813
100190035,DB00813
003789122,DB00813
003789121,DB00813
007817112,DB00813
007817109,DB00813
003789119,DB00813
100190038,DB00813
005970029,DB00814
633230297,DB00818
003100300,DB00818
633230269,DB00818
553900460,DB00819
516724022,DB00819
000050753,DB00819
516724023,DB00819
577060753,DB00819
577060755,DB00819
512850754,DB00819
577060754,DB00819
548685034,DB00822
005363767,DB00822
619240188,DB00825
004564300,DB00828
510790285,DB00829
004091273,DB00829
545695351,DB00829
000741273,DB00829
006410369,DB00829
510790286,DB00829
000743213,DB00829
510790284,DB00829
007811034,DB00831
510790572,DB00831
007811032,DB00831
000930311,DB00836
000548535,DB00836
000548534,DB00836
505800293,DB00836
680940217,DB00836
510790690,DB00836
510790292,DB00839
003381073,DB00841
553900560,DB00841
000742346,DB00841
004092346,DB00841
625840812,DB00842
510790478,DB00842
002282067,DB00842
625840813,DB00842
638570328,DB00842
597620246,DB00843
628560245,DB00843
628560246,DB00843
009046242,DB00843
000741463,DB00844
004091463,DB00844
673860802,DB00849
519910417,DB00849
007811046,DB00850
007811048,DB00850
007811047,DB00850
001210673,DB00850
000268151,DB00851
553900090,DB00851
005361850,DB00852
009045053,DB00852
548685348,DB00853
000851244,DB00853
000851259,DB00853
000674001,DB00857
516722080,DB00857
000780179,DB00857
000673998,DB00857
000374401,DB00859
594390455,DB00860
604320212,DB00860
007811883,DB00863
001730362,DB00863
001730383,DB00863
001730344,DB00863
001210752,DB00863
009045261,DB00863
001214752,DB00863
680940204,DB00863
004690607,DB00864
007812102,DB00864
004690657,DB00864
004695201,DB00864
004695202,DB00864
007812103,DB00864
004690617,DB00864
007812104,DB00864
004560688,DB00868
501110851,DB00868
581770091,DB00868
000063628,DB00869
503830233,DB00869
605050567,DB00869
605050568,DB00869
000063519,DB00869
503830232,DB00869
553900101,DB00871
510790332,DB00874
638240008,DB00874
476820217,DB00874
001210419,DB00874
617870062,DB00874
001211744,DB00874
548684768,DB00874
001210638,DB00874
001210683,DB00874
009047759,DB00874
003720006,DB00874
001211775,DB00874
001211683,DB00874
510790327,DB00874
000318674,DB00874
000081040,DB00877
000081030,DB00877
000081031,DB00877
000081041,DB00877
004720036,DB00878
512840620,DB00878
545695235,DB00878
509620800,DB00878
619580601,DB00879
619580602,DB00879
619580701,DB00879
673860711,DB00880
510790060,DB00880
000063619,DB00880
000060214,DB00880
633230658,DB00880
000060432,DB00880
000710527,DB00881
000710530,DB00881
000710535,DB00881
000710532,DB00881
597625019,DB00881
002583613,DB00883
007811556,DB00883
009042154,DB00883
510790085,DB00883
510790084,DB00883
548682297,DB00883
000084139,DB00883
000084126,DB00883
001490472,DB00884
000741412,DB00887
000040121,DB00887
000040162,DB00887
510790891,DB00887
553900500,DB00887
510790893,DB00887
000040125,DB00887
673860911,DB00888
000040241,DB00889
000937485,DB00889
000040240,DB00889
525440931,DB00893
005170134,DB00893
007811441,DB00897
000544859,DB00897
007811442,DB00897
529590402,DB00897
005178575,DB00898
002641978,DB00898
000744498,DB00899
000876650,DB00900
000876652,DB00900
005550590,DB00900
000876674,DB00900
000876671,DB00900
000876672,DB00900
000876673,DB00900
005550589,DB00900
250100205,DB00903
000060065,DB00903
000063620,DB00903
250100210,DB00903
510790524,DB00904
007815266,DB00904
627560356,DB00904
007813057,DB00904
007815265,DB00904
000937301,DB00904
001730442,DB00904
001730569,DB00904
001730570,DB00904
001730446,DB00904
007815238,DB00904
000239187,DB00905
000743904,DB00906
634590404,DB00906
000543155,DB00907
000543154,DB00907
005271728,DB00907
534890461,DB00908
000021407,DB00908
510790027,DB00908
548680898,DB00908
001850193,DB00909
680840183,DB00909
510790768,DB00909
590750680,DB00909
590750681,DB00909
628560680,DB00909
000741658,DB00910
001690082,DB00912
001690081,DB00912
001690084,DB00912
001210646,DB00915
574800300,DB00915
634810205,DB00915
510790481,DB00915
609510656,DB00915
002993835,DB00916
009051804,DB00916
510790126,DB00916
004097811,DB00916
000890200,DB00916
000747811,DB00916
003381055,DB00916
360000001,DB00916
510790122,DB00916
002993820,DB00916
007817077,DB00916
124961306,DB00921
124960757,DB00921
000540176,DB00921
510790644,DB00924
651970001,DB00925
100190046,DB00927
000063541,DB00927
646790936,DB00927
100190045,DB00927
001725728,DB00927
003385197,DB00927
000063537,DB00927
000060963,DB00927
510790966,DB00927
672110102,DB00928
595720102,DB00928
000251461,DB00929
001724431,DB00929
000251451,DB00929
655970701,DB00930
005970003,DB00932
009045711,DB00935
000850756,DB00935
009045217,DB00935
004721595,DB00935
001821444,DB00935
001730520,DB00938
001730465,DB00938
001730464,DB00938
001730696,DB00938
001730697,DB00938
001730695,DB00938
009047704,DB00945
005913219,DB00945
005271552,DB00945
005747034,DB00945
005747036,DB00945
177140011,DB00945
005970001,DB00945
009044040,DB00945
003100720,DB00947
000370430,DB00949
510790529,DB00950
000881107,DB00950
669930107,DB00950
510790083,DB00951
510790082,DB00951
001730562,DB00952
000060267,DB00953
530140548,DB00956
009043440,DB00956
004060357,DB00956
000153215,DB00958
000153212,DB00958
007034248,DB00958
007033248,DB00958
007030031,DB00959
000090190,DB00959
000090039,DB00959
633230258,DB00959
000090056,DB00959
007030051,DB00959
000090113,DB00959
000090758,DB00959
000090796,DB00959
000090073,DB00959
000093475,DB00959
633230265,DB00959
553900209,DB00959
000090049,DB00959
000093073,DB00959
669930842,DB00959
003780052,DB00960
001860412,DB00961
000650665,DB00964
005970039,DB00966
510790200,DB00968
510790201,DB00968
499990747,DB00971
004721533,DB00971
000370241,DB00972
665820414,DB00973
510790070,DB00975
005970001,DB00975
510790068,DB00975
510790069,DB00975
005559009,DB00977
525440630,DB00977
242080735,DB00979
000650359,DB00979
000650396,DB00979
602670600,DB00981
000851402,DB00983
001860372,DB00983
009042051,DB00985
649800131,DB00986
100190016,DB00986
596300200,DB00986
005174601,DB00986
005174605,DB00986
553900131,DB00987
553900809,DB00987
553900133,DB00987
000090373,DB00987
576650331,DB00987
510790005,DB00988
004099104,DB00988
003381007,DB00988
005171805,DB00988
004097809,DB00988
000780323,DB00989
000780324,DB00989
000780339,DB00989
000097663,DB00990
553900600,DB00993
000548084,DB00993
000544084,DB00993
656490231,DB00993
242080635,DB00994
242080790,DB00994
001680012,DB00994
615700033,DB00994
009980630,DB00994
001680027,DB00994
615700047,DB00994
000650631,DB00994
510790015,DB00994
005744103,DB00994
000710805,DB00996
680840079,DB00996
597625026,DB00996
000710806,DB00996
000710803,DB00996
001724383,DB00996
000712012,DB00996
680840081,DB00996
001724382,DB00996
009045631,DB00996
001724381,DB00996
553900233,DB00997
000131106,DB00997
553900232,DB00997
173149600,DB00997
680840086,DB00999
007811008,DB00999
000073650,DB00999
006033855,DB00999
006033856,DB00999
000746978,DB00999
001820557,DB00999
001730682,DB01001
510790657,DB01001
172700721,DB01001
005970013,DB01001
593100579,DB01001
001724390,DB01001
687740600,DB01001
599301560,DB01001
004879501,DB01001
495020697,DB01001
503830741,DB01001
188600678,DB01003
530140678,DB01003
174780291,DB01003
607930011,DB01003
000046940,DB01004
633230315,DB01004
000040269,DB01004
000030830,DB01005
498840724,DB01005
